County,Model Year Category,Make,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Utility,Count
Pierce,2020s,LEXUS,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,1
Pierce,2020s,LAND ROVER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),1
Pierce,2020s,LAND ROVER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,1
Pierce,2020s,KIA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PARKLAND LIGHT & WATER COMPANY|PENINSULA LIGHT COMPANY,1
Pierce,2020s,KIA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,"BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||OHOP MUTUAL LIGHT COMPANY, INC|PENINSULA LIGHT COMPANY",1
Pierce,2020s,KIA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||BENTON RURAL ELECTRIC ASSN|PENINSULA LIGHT COMPANY,1
King,2020s,FORD,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,NO KNOWN ELECTRIC UTILITY SERVICE,1
King,2020s,FORD,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,1
King,2020s,FORD,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||CITY OF MILTON - (WA)|CITY OF TACOMA - (WA),1
King,2020s,FISKER,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,1
Skamania,2020s,POLESTAR,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF SKAMANIA CO,1
Skamania,2020s,NISSAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF SKAMANIA CO,1
Skamania,2020s,MITSUBISHI,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF SKAMANIA CO,1
Skamania,2020s,MERCEDES-BENZ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF SKAMANIA CO,1
Skamania,2020s,VOLVO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF SKAMANIA CO,1
Skamania,2020s,TOYOTA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF SKAMANIA CO,1
Honolulu,2020s,AUDI,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,NON WASHINGTON STATE ELECTRIC UTILITY,1
Honolulu,2010s,TOYOTA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,NON WASHINGTON STATE ELECTRIC UTILITY,1
Honolulu,2010s,TESLA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NON WASHINGTON STATE ELECTRIC UTILITY,1
Honolulu,2010s,CHEVROLET,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NON WASHINGTON STATE ELECTRIC UTILITY,1
Hillsborough,2020s,TOYOTA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,NON WASHINGTON STATE ELECTRIC UTILITY,1
Hillsborough,2020s,TESLA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,NON WASHINGTON STATE ELECTRIC UTILITY,1
Hillsborough,2010s,TESLA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NON WASHINGTON STATE ELECTRIC UTILITY,1
Hillsborough,2010s,CHEVROLET,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,NON WASHINGTON STATE ELECTRIC UTILITY,1
Hennepin,2010s,TESLA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NON WASHINGTON STATE ELECTRIC UTILITY,1
Hawaii,2010s,TESLA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NON WASHINGTON STATE ELECTRIC UTILITY,1
Harris,2020s,TESLA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,NON WASHINGTON STATE ELECTRIC UTILITY,1
Harris,2020s,TESLA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NON WASHINGTON STATE ELECTRIC UTILITY,1
Harris,2020s,JEEP,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,NON WASHINGTON STATE ELECTRIC UTILITY,1
Harris,2020s,DODGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,NON WASHINGTON STATE ELECTRIC UTILITY,1
Grays Harbor,2020s,LEXUS,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,1
Grays Harbor,2020s,LAND ROVER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,1
Snohomish,2010s,HONDA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC,1
Snohomish,2010s,FORD,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,NO KNOWN ELECTRIC UTILITY SERVICE,1
Harford,2020s,TOYOTA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,NON WASHINGTON STATE ELECTRIC UTILITY,1
Harford,2020s,TESLA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,NON WASHINGTON STATE ELECTRIC UTILITY,1
Hardin,2020s,FORD,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,NON WASHINGTON STATE ELECTRIC UTILITY,1
Hamilton,2020s,TESLA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,NON WASHINGTON STATE ELECTRIC UTILITY,1
Hamilton,2020s,NISSAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,NON WASHINGTON STATE ELECTRIC UTILITY,1
Greene,2020s,CHEVROLET,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,NON WASHINGTON STATE ELECTRIC UTILITY,1
Grays Harbor,2020s,VOLKSWAGEN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||CITY OF MCCLEARY - (WA),1
Snohomish,2010s,BMW,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,1
Snohomish,2010s,AUDI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,1
Snohomish,2010s,AUDI,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NO KNOWN ELECTRIC UTILITY SERVICE,1
Snohomish,1990s,CHEVROLET,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC,1
Skamania,2020s,VOLVO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF SKAMANIA CO,1
Grays Harbor,2020s,POLESTAR,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,1
Grays Harbor,2020s,NISSAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||CITY OF MCCLEARY - (WA),1
Pierce,2020s,KIA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF MILTON - (WA)|CITY OF TACOMA - (WA),1
Pierce,2020s,KIA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||TOWN OF RUSTON - (WA)|CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,1
Pierce,2020s,KIA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||TOWN OF EATONVILLE - (WA)|CITY OF TACOMA - (WA),1
King,2020s,GMC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),1
King,2020s,GMC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),1
King,2020s,GENESIS,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,1
King,2020s,KIA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,1
King,2020s,KIA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||CITY OF MILTON - (WA)|CITY OF TACOMA - (WA),1
King,2020s,KIA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,CITY OF TACOMA - (WA)||TANNER ELECTRIC COOP,1
King,2020s,JEEP,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,1
King,2020s,JAGUAR,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,CITY OF TACOMA - (WA)||TANNER ELECTRIC COOP,1
Grays Harbor,2020s,MITSUBISHI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,1
Grays Harbor,2020s,MITSUBISHI,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,1
Grays Harbor,2020s,MINI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,1
Pierce,2020s,HYUNDAI,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||LAKEVIEW LIGHT & POWER|PENINSULA LIGHT COMPANY,1
Pierce,2020s,HYUNDAI,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF MILTON - (WA)|CITY OF TACOMA - (WA),1
King,2020s,MERCEDES-BENZ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,CITY OF TACOMA - (WA),1
King,2020s,LUCID,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,CITY OF TACOMA - (WA)||TANNER ELECTRIC COOP,1
King,2020s,LINCOLN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,CITY OF TACOMA - (WA)||TANNER ELECTRIC COOP,1
King,2020s,NISSAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,CITY OF TACOMA - (WA)||TANNER ELECTRIC COOP,1
Grays Harbor,2020s,FORD,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,1
Grays Harbor,2020s,CHEVROLET,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||CITY OF MCCLEARY - (WA),1
Snohomish,2010s,KIA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC,1
Snohomish,2010s,JAGUAR,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,1
Snohomish,2010s,HYUNDAI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,1
Snohomish,2010s,HYUNDAI,Battery Electric Vehicle (BEV),Not eligible due to low battery range,PUGET SOUND ENERGY INC,1
Snohomish,2010s,HYUNDAI,Battery Electric Vehicle (BEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,1
Snohomish,2010s,HONDA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,PUGET SOUND ENERGY INC,1
Grays Harbor,2020s,SUBARU,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||CITY OF MCCLEARY - (WA),1
Grays Harbor,2020s,PORSCHE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,1
Pierce,2020s,HYUNDAI,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||TOWN OF EATONVILLE - (WA)|CITY OF TACOMA - (WA),1
Pierce,2020s,HYUNDAI,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PARKLAND LIGHT & WATER COMPANY|PENINSULA LIGHT COMPANY,1
Pierce,2020s,HYUNDAI,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,"BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||OHOP MUTUAL LIGHT COMPANY, INC|PENINSULA LIGHT COMPANY",1
Pierce,2020s,HYUNDAI,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||CITY OF MILTON - (WA)|CITY OF TACOMA - (WA),1
Pierce,2020s,HYUNDAI,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||BENTON RURAL ELECTRIC ASSN|PENINSULA LIGHT COMPANY,1
King,2020s,PORSCHE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,CITY OF TACOMA - (WA)||TANNER ELECTRIC COOP,1
King,2020s,TESLA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,NO KNOWN ELECTRIC UTILITY SERVICE,1
King,2020s,VOLKSWAGEN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,CITY OF TACOMA - (WA),1
Grays Harbor,2010s,VOLKSWAGEN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NO KNOWN ELECTRIC UTILITY SERVICE,1
Grays Harbor,2010s,TOYOTA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,1
Grays Harbor,2010s,SMART,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,1
Grays Harbor,2010s,MERCEDES-BENZ,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,1
Snohomish,2010s,SMART,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,1
Snohomish,2010s,MITSUBISHI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,1
King,2020s,KIA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,1
King,2020s,KIA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,CITY OF TACOMA - (WA),1
King,2020s,TOYOTA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF MILTON - (WA)|CITY OF TACOMA - (WA),1
King,2020s,TESLA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC,1
Pierce,2020s,FORD,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PARKLAND LIGHT & WATER COMPANY|PENINSULA LIGHT COMPANY,1
Pierce,2020s,FORD,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,1
Pierce,2020s,FORD,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||TOWN OF STEILACOOM|CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,1
Pierce,2020s,FORD,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||TOWN OF EATONVILLE - (WA)|CITY OF TACOMA - (WA),1
Pierce,2020s,FORD,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PARKLAND LIGHT & WATER COMPANY|PENINSULA LIGHT COMPANY,1
Pierce,2020s,FORD,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,1
Pierce,2020s,FORD,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF MILTON - (WA)|CITY OF TACOMA - (WA),1
Pierce,2020s,FORD,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||TOWN OF RUSTON - (WA)|CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,1
Snohomish,2020s,BENTLEY,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,PUGET SOUND ENERGY INC,1
Snohomish,2010s,TOYOTA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,NO KNOWN ELECTRIC UTILITY SERVICE,1
Grays Harbor,2010s,FORD,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||CITY OF MCCLEARY - (WA),1
Grays Harbor,2010s,CHEVROLET,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF MCCLEARY - (WA),1
Grays Harbor,2020s,AUDI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,1
King,2020s,MINI,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,CITY OF TACOMA - (WA)||TANNER ELECTRIC COOP,1
Snohomish,2020s,GENESIS,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,1
Grant,2020s,LUCID,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUD NO 2 OF GRANT COUNTY,1
Grant,2020s,LINCOLN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,PUD NO 2 OF GRANT COUNTY,1
Grant,2020s,HONDA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,PUD NO 2 OF GRANT COUNTY,1
Grant,2020s,FORD,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,PUD NO 2 OF GRANT COUNTY,1
Grant,2020s,FORD,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,PUD NO 2 OF GRANT COUNTY,1
Grant,2020s,DODGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,PUD NO 2 OF GRANT COUNTY,1
Snohomish,2020s,CHEVROLET,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,NO KNOWN ELECTRIC UTILITY SERVICE,1
Snohomish,2020s,BMW,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,1
Grant,2020s,PORSCHE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,PUD NO 2 OF GRANT COUNTY,1
Grant,2020s,POLESTAR,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUD NO 2 OF GRANT COUNTY,1
Grant,2020s,NISSAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,PUD NO 2 OF GRANT COUNTY,1
Grant,2020s,MINI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,PUD NO 2 OF GRANT COUNTY,1
Grant,2020s,MERCEDES-BENZ,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,PUD NO 2 OF GRANT COUNTY,1
Grant,2020s,MAZDA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,PUD NO 2 OF GRANT COUNTY,1
King,2020s,TOYOTA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,CITY OF TACOMA - (WA)||TANNER ELECTRIC COOP,1
Grant,2020s,BMW,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,PUD NO 2 OF GRANT COUNTY,1
Grant,2010s,VOLKSWAGEN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,PUD NO 2 OF GRANT COUNTY,1
Pierce,2020s,FORD,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||CITY OF MILTON - (WA)|CITY OF TACOMA - (WA),1
Pierce,2020s,DODGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,1
Pierce,2020s,DODGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||LAKEVIEW LIGHT & POWER|PENINSULA LIGHT COMPANY,1
Pierce,2020s,DODGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,1
Pierce,2020s,CHRYSLER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||TOWN OF EATONVILLE - (WA)|CITY OF TACOMA - (WA),1
Pierce,2020s,CHRYSLER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PARKLAND LIGHT & WATER COMPANY|PENINSULA LIGHT COMPANY,1
Kitsap,2010s,AUDI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,NO KNOWN ELECTRIC UTILITY SERVICE,1
Kings,2020s,CHRYSLER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,NON WASHINGTON STATE ELECTRIC UTILITY,1
King,2020s,VOLVO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,CITY OF TACOMA - (WA)||TANNER ELECTRIC COOP,1
Grant,2010s,TOYOTA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,PUD NO 2 OF GRANT COUNTY,1
Grant,2010s,MERCEDES-BENZ,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,PUD NO 2 OF GRANT COUNTY,1
Grant,2010s,KIA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,PUD NO 2 OF GRANT COUNTY,1
Snohomish,2020s,HONDA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,1
Snohomish,2020s,GMC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC,1
Pierce,2020s,CHEVROLET,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||TOWN OF RUSTON - (WA)|CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,1
Kitsap,2010s,HONDA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC,1
Kitsap,2010s,FORD,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,NO KNOWN ELECTRIC UTILITY SERVICE,1
Kitsap,2010s,FISKER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC,1
Kitsap,2010s,CHEVROLET,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,NO KNOWN ELECTRIC UTILITY SERVICE,1
Kitsap,2010s,BMW,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,NO KNOWN ELECTRIC UTILITY SERVICE,1
Kitsap,2010s,AZURE DYNAMICS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC,1
